,Code,Title,CRN,Course Time,Professor,WRIT,DIAP,FYS,SOPH,CBLR,CSE,Department,Course Code,Previous Professor,Previous Semester,Course Rating,Previous Professor Rating,Average Hours,Maximum Hours,Number of Respondents,Class Size,Same Professor
131,DATA 1010,"Probability, Statistics, and Machine Learning",18019,MWF 10-10:50a; MWF 11-11:50a,Watson/Bergen,0,0,0,0,0,0,DATA,1010,S. Watson,Fall 2018,4.51,4.96,14.8,19.73,30,38,False
132,ARCH 0100,Field Archaeology in the Ancient World,15992,MWF 12-12:50p,Team,0,0,0,0,0,0,ARCH,0100,L. Bestock,Fall 2015,4.41,4.75,2.22,6.59,27,45,False
133,ARCH 0420,Archaeologies of the Greek Past,18042,MWF 11-11:50a,Beeby/Bell,1,0,0,0,0,0,ARCH,0420,K. Fisher,Fall 2010,4.12,4.35,3.46,8.83,27,35,False
134,ARCH 0420,Archaeologies of the Greek Past,18042,MWF 11-11:50a,Beeby/Bell,1,0,0,0,0,0,ARCH,0420,M. Berenfeld,Spring 2009,4.68,4.91,,,18,19,False
135,ARCH 0520,Roman Archaeology and Art,24696,MWF 11-11:50a,C. Rice,0,0,0,0,0,0,ARCH,0520,C. Rice,Spring 2020,4.34,4.95,2.8,6.7,10,27,True
136,ARCH 1635,The Great Heresy: Egypt in the Amarna Period,24698,TTh 1-2:20p,L. Bestock,0,0,0,0,0,0,ARCH,1635,L. Bestock,Spring 2015,4.7,4.99,3.17,10.75,13,17,True
137,ARCH 1670,"The Beginning of the End? Neolithic ""Revolutions"" and the Shaping of the Modern World",18245,TTh 1-2:20p,Y. Hamilakis,0,0,0,0,0,0,ARCH,1670,Y. Hamilakis,Spring 2019,4.59,5.00,4.0,8.5,4,5,True
138,ARCH 1765,"Pandemics, Pathogens, and Plagues in the Greek and Roman Worlds",25761,TTh 10:30-11:50a,T. Franconi,0,0,0,0,0,0,ARCH,1765,T. Franconi,Fall 2020,4.5,4.91,3.78,9.56,9,16,True
139,ARCH 1870,Environmental Archaeology,17911,TTh 10:30-11:50a,Z. Dunseth,0,0,0,0,0,0,ARCH,1870,Z. Dunseth,Fall 2019,3.42,4.42,2.87,7.73,15,16,True
140,ARCH 1900,The Archaeology of College Hill,15953,W 3-5:30p,Soifer/Bentley,1,1,0,0,1,0,ARCH,1900,A. Marko,Fall 2019,4.41,4.85,2.92,6.62,13,18,False
141,ARCH 1900,The Archaeology of College Hill,15954,T 12-12:50p,A. Soifer,1,1,0,0,1,0,ARCH,1900,A. Marko,Fall 2019,4.41,4.85,2.92,6.62,13,18,False
142,BEO 1930B,BEO Capstone I: Entrepreneurship and Technology Management Track,16522,MWF 12-12:50p,H. Ansari,1,0,0,0,0,0,BEO,1930B,S. Petteruti,Fall 2013,3.59,3.75,4.67,7.78,9,18,False
143,BIOL 0030,Principles of Nutrition,17348,Course offered online,M. Flynn,0,0,0,0,0,0,BIOL,0030,M. Flynn,Fall 2020,3.79,3.59,1.52,2.71,31,98,True
144,BIOL 0040,Nutrition for Fitness and Physical Activity,25770,T 4-6:30p,M. Flynn,0,0,0,0,0,0,BIOL,0040,M. Flynn,Spring 2020,4.42,4.50,3.5,11.33,6,18,True
145,BIOL 0080,Biotechnology Management,26041,T 4-6:30p,B. Bready,0,0,0,0,0,0,BIOL,0080,B. Bready,Spring 2009,4.55,4.49,,,8,17,True
146,BIOL 0080,Biotechnology Management,26041,T 4-6:30p,B. Bready,0,0,0,0,0,0,BIOL,0080,M. Lysaght,Spring 2000,4.32,4.61,,,25,29,False
147,BIOL 0100,Living Biology at Brown and Beyond,16821,Course offered online,Smith/Hall,0,0,1,0,0,0,BIOL,0100,K. Smith,Fall 2020,4.05,4.69,4.57,8.43,7,14,False
148,BIOL 0100,Living Biology at Brown and Beyond,18224,W 3-5:30p,Smith/Hall,0,0,1,0,0,0,BIOL,0100,K. Smith,Fall 2020,4.05,4.69,4.57,8.43,7,14,False
149,BIOL 0150D,"Techniques in Regenerative Medicine: Cells, Scaffolds and Staining",25912,M 3-5p,T. Achilli,0,0,1,0,0,0,BIOL,0150D,T. Achilli,Spring 2021,3.95,4.93,1.0,2.6,5,10,True
150,BIOL 0150D,"Techniques in Regenerative Medicine: Cells, Scaffolds and Staining",25913,F 3-5p,T. Achilli,0,0,1,0,0,0,BIOL,0150D,T. Achilli,Spring 2021,3.95,4.93,1.0,2.6,5,10,True
151,BIOL 0160,"Plants, Food, and People",25633,TTh 10:30-11:50a,P. Heywood,0,0,0,0,0,0,BIOL,0160,P. Heywood,Spring 2019,4.32,4.86,3.86,7.86,7,21,True
152,BIOL 0170,Biotechnology in Medicine,17352,MWF 1-1:50p,T. Achilli,0,0,0,0,0,0,BIOL,0170,T. Achilli,Fall 2020,4.37,4.81,2.72,7.03,29,116,True
153,BIOL 0170,Biotechnology in Medicine,17352,MWF 1-1:50p,T. Achilli,0,0,0,0,0,0,BIOL,0170,Michael J. Lysaght and Edward Hawrot,Fall 2006,4.71,4.79,,,35,110,False
154,BIOL 0170,Biotechnology in Medicine,17353,Course offered online,T. Achilli,0,0,0,0,0,0,BIOL,0170,T. Achilli,Fall 2020,4.37,4.81,2.72,7.03,29,116,True
155,BIOL 0170,Biotechnology in Medicine,17353,Course offered online,T. Achilli,0,0,0,0,0,0,BIOL,0170,Michael J. Lysaght and Edward Hawrot,Fall 2006,4.71,4.79,,,35,110,False
156,BIOL 0190P,Pride and Prejudice in the Development of Scientific Theories,17298,TTh 2:30-3:50p,S. Helfand,0,0,1,0,0,0,BIOL,0190P,S. Helfand,Fall 2016,4.41,4.57,3.44,6.38,16,18,True
157,BIOL 0190P,Pride and Prejudice in the Development of Scientific Theories,17298,TTh 2:30-3:50p,S. Helfand,0,0,1,0,0,0,BIOL,0190P,S. Helfand,Fall 2014,4.66,4.68,2.88,5.31,16,16,True
158,BIOL 0190R,"Phage Hunters, Part I",17638,T 4-6:30p,S. Taylor,0,0,1,0,0,1,BIOL,0190R,P. Shank,Fall 2011,4.57,4.60,6.29,10.82,17,18,False
159,BIOL 0190R,"Phage Hunters, Part I",17644,M 1-4p,S. Taylor,0,0,1,0,0,1,BIOL,0190R,P. Shank,Fall 2011,4.57,4.60,6.29,10.82,17,18,False
160,BIOL 0190R,"Phage Hunters, Part I",17645,W 1-4p,S. Taylor,0,0,1,0,0,1,BIOL,0190R,P. Shank,Fall 2011,4.57,4.60,6.29,10.82,17,18,False
161,BIOL 0190R,"Phage Hunters, Part I",17646,F 1-4p,S. Taylor,0,0,1,0,0,1,BIOL,0190R,P. Shank,Fall 2011,4.57,4.60,6.29,10.82,17,18,False
162,BIOL 0190S,"Phage Hunters, Part II",26031,WF 3-5:30p,Zhou/Taylor,0,0,1,0,0,1,BIOL,0190S,C. de Graffenried,Spring 2016,4.08,4.44,1.94,7.18,17,18,False
163,BIOL 0200,The Foundation of Living Systems,25641,MWF 11-11:50a,Team,0,0,0,0,0,0,BIOL,0200,K. Miller,Spring 2021,4.08,4.29,6.25,12.05,59,264,False
164,BIOL 0200,The Foundation of Living Systems,25641,MWF 11-11:50a,Team,0,0,0,0,0,0,BIOL,0200,Kenneth Miller and John Stein,Spring 2006,4.41,4.39,,,164,417,False
165,BIOL 0210,Diversity of Life,16834,MWF 11-11:50a,J. Kellner,0,0,0,0,0,0,BIOL,0210,J. Kellner,Fall 2019,4.26,4.92,2.0,5.9,42,322,True
166,BIOL 0280,Biochemistry,25666,TTh 1-2:20p,Team,0,0,0,0,0,0,BIOL,0280,A. Salomon,Spring 2021,3.69,3.67,7.65,13.16,122,440,False
167,BIOL 0280,Biochemistry,25666,TTh 1-2:20p,Team,0,0,0,0,0,0,BIOL,0280,G. Jogl,Spring 2017,3.89,3.59,5.43,24.16,86,297,False
168,BIOL 0280,Biochemistry,25687,M 5:30-7p,S. Taylor,0,0,0,0,0,0,BIOL,0280,A. Salomon,Spring 2021,3.69,3.67,7.65,13.16,122,440,False
169,BIOL 0280,Biochemistry,25687,M 5:30-7p,S. Taylor,0,0,0,0,0,0,BIOL,0280,G. Jogl,Spring 2017,3.89,3.59,5.43,24.16,86,297,False
170,BIOL 0280,Biochemistry,25688,M 7-8:30p,S. Taylor,0,0,0,0,0,0,BIOL,0280,A. Salomon,Spring 2021,3.69,3.67,7.65,13.16,122,440,False
171,BIOL 0280,Biochemistry,25688,M 7-8:30p,S. Taylor,0,0,0,0,0,0,BIOL,0280,G. Jogl,Spring 2017,3.89,3.59,5.43,24.16,86,297,False
172,BIOL 0280,Biochemistry,25689,T 8-9:30p,S. Taylor,0,0,0,0,0,0,BIOL,0280,A. Salomon,Spring 2021,3.69,3.67,7.65,13.16,122,440,False
173,BIOL 0280,Biochemistry,25689,T 8-9:30p,S. Taylor,0,0,0,0,0,0,BIOL,0280,G. Jogl,Spring 2017,3.89,3.59,5.43,24.16,86,297,False
174,BIOL 0280,Biochemistry,25690,T 7-8:30p,S. Taylor,0,0,0,0,0,0,BIOL,0280,A. Salomon,Spring 2021,3.69,3.67,7.65,13.16,122,440,False
175,BIOL 0280,Biochemistry,25690,T 7-8:30p,S. Taylor,0,0,0,0,0,0,BIOL,0280,G. Jogl,Spring 2017,3.89,3.59,5.43,24.16,86,297,False
176,BIOL 0280,Biochemistry,25691,W 5:30-7p,S. Taylor,0,0,0,0,0,0,BIOL,0280,A. Salomon,Spring 2021,3.69,3.67,7.65,13.16,122,440,False
177,BIOL 0280,Biochemistry,25691,W 5:30-7p,S. Taylor,0,0,0,0,0,0,BIOL,0280,G. Jogl,Spring 2017,3.89,3.59,5.43,24.16,86,297,False
178,BIOL 0280,Biochemistry,25692,W 7-8:30p,S. Taylor,0,0,0,0,0,0,BIOL,0280,A. Salomon,Spring 2021,3.69,3.67,7.65,13.16,122,440,False
179,BIOL 0280,Biochemistry,25692,W 7-8:30p,S. Taylor,0,0,0,0,0,0,BIOL,0280,G. Jogl,Spring 2017,3.89,3.59,5.43,24.16,86,297,False
180,BIOL 0280,Biochemistry,25693,Th 5:30-7p,S. Taylor,0,0,0,0,0,0,BIOL,0280,A. Salomon,Spring 2021,3.69,3.67,7.65,13.16,122,440,False
181,BIOL 0280,Biochemistry,25693,Th 5:30-7p,S. Taylor,0,0,0,0,0,0,BIOL,0280,G. Jogl,Spring 2017,3.89,3.59,5.43,24.16,86,297,False
182,BIOL 0280,Biochemistry,25694,Th 7-8:30p,S. Taylor,0,0,0,0,0,0,BIOL,0280,A. Salomon,Spring 2021,3.69,3.67,7.65,13.16,122,440,False
183,BIOL 0280,Biochemistry,25694,Th 7-8:30p,S. Taylor,0,0,0,0,0,0,BIOL,0280,G. Jogl,Spring 2017,3.89,3.59,5.43,24.16,86,297,False
184,BIOL 0280,Biochemistry,25695,F 5:40-7p,S. Taylor,0,0,0,0,0,0,BIOL,0280,A. Salomon,Spring 2021,3.69,3.67,7.65,13.16,122,440,False
185,BIOL 0280,Biochemistry,25695,F 5:40-7p,S. Taylor,0,0,0,0,0,0,BIOL,0280,G. Jogl,Spring 2017,3.89,3.59,5.43,24.16,86,297,False
186,BIOL 0280,Biochemistry,25696,Sa 3-4:30p,S. Taylor,0,0,0,0,0,0,BIOL,0280,A. Salomon,Spring 2021,3.69,3.67,7.65,13.16,122,440,False
187,BIOL 0280,Biochemistry,25696,Sa 3-4:30p,S. Taylor,0,0,0,0,0,0,BIOL,0280,G. Jogl,Spring 2017,3.89,3.59,5.43,24.16,86,297,False
188,BIOL 0280,Biochemistry,25697,Su 4-5:30p,S. Taylor,0,0,0,0,0,0,BIOL,0280,A. Salomon,Spring 2021,3.69,3.67,7.65,13.16,122,440,False
189,BIOL 0280,Biochemistry,25697,Su 4-5:30p,S. Taylor,0,0,0,0,0,0,BIOL,0280,G. Jogl,Spring 2017,3.89,3.59,5.43,24.16,86,297,False
190,BIOL 0280,Biochemistry,25698,Su 7-8:30p,S. Taylor,0,0,0,0,0,0,BIOL,0280,A. Salomon,Spring 2021,3.69,3.67,7.65,13.16,122,440,False
191,BIOL 0280,Biochemistry,25698,Su 7-8:30p,S. Taylor,0,0,0,0,0,0,BIOL,0280,G. Jogl,Spring 2017,3.89,3.59,5.43,24.16,86,297,False
192,BIOL 0285,Inquiry in Biochemistry: From Gene to Protein Function,25723,M 1-5p,Jogl/Sobieraj,1,0,0,0,0,1,BIOL,0285,K. Cohen,Spring 2020,3.58,4.67,4.67,11.0,3,16,False
193,BIOL 0285,Inquiry in Biochemistry: From Gene to Protein Function,25723,M 1-5p,Jogl/Sobieraj,1,0,0,0,0,1,BIOL,0285,G. Jogl,Spring 2016,3.83,4.13,3.49,6.5,40,45,False
194,BIOL 0285,Inquiry in Biochemistry: From Gene to Protein Function,25724,Th 2:30-6:30p,Jogl/Sobieraj,1,0,0,0,0,1,BIOL,0285,K. Cohen,Spring 2020,3.58,4.67,4.67,11.0,3,16,False
195,BIOL 0285,Inquiry in Biochemistry: From Gene to Protein Function,25724,Th 2:30-6:30p,Jogl/Sobieraj,1,0,0,0,0,1,BIOL,0285,G. Jogl,Spring 2016,3.83,4.13,3.49,6.5,40,45,False
196,BIOL 0285,Inquiry in Biochemistry: From Gene to Protein Function,25725,T 4-5p,Jogl/Sobieraj,1,0,0,0,0,1,BIOL,0285,K. Cohen,Spring 2020,3.58,4.67,4.67,11.0,3,16,False
197,BIOL 0285,Inquiry in Biochemistry: From Gene to Protein Function,25725,T 4-5p,Jogl/Sobieraj,1,0,0,0,0,1,BIOL,0285,G. Jogl,Spring 2016,3.83,4.13,3.49,6.5,40,45,False
198,BIOL 0380,The Ecology and Evolution of Infectious Disease,16788,MWF 10-10:50a,D. Weinreich,0,0,0,0,0,0,BIOL,0380,D. Weinreich,Fall 2020,4.05,4.51,4.67,9.36,33,83,True
199,BIOL 0380,The Ecology and Evolution of Infectious Disease,16789,M 6-6:50p,D. Weinreich,0,0,0,0,0,0,BIOL,0380,D. Weinreich,Fall 2020,4.05,4.51,4.67,9.36,33,83,True
200,BIOL 0380,The Ecology and Evolution of Infectious Disease,16790,M 7-7:50p,D. Weinreich,0,0,0,0,0,0,BIOL,0380,D. Weinreich,Fall 2020,4.05,4.51,4.67,9.36,33,83,True
201,BIOL 0380,The Ecology and Evolution of Infectious Disease,16791,T 8-8:50p,D. Weinreich,0,0,0,0,0,0,BIOL,0380,D. Weinreich,Fall 2020,4.05,4.51,4.67,9.36,33,83,True
202,BIOL 0380,The Ecology and Evolution of Infectious Disease,16792,W 7-7:50p,D. Weinreich,0,0,0,0,0,0,BIOL,0380,D. Weinreich,Fall 2020,4.05,4.51,4.67,9.36,33,83,True
203,BIOL 0380,The Ecology and Evolution of Infectious Disease,16793,Th 8-8:50p,D. Weinreich,0,0,0,0,0,0,BIOL,0380,D. Weinreich,Fall 2020,4.05,4.51,4.67,9.36,33,83,True
204,BIOL 0410,Invertebrate Zoology,16835,TTh 9-10:20a,P. Ewanchuk,0,0,0,0,0,0,BIOL,0410,C. Dunn,Fall 2016,4.67,4.80,3.06,13.97,32,43,False
205,BIOL 0410,Invertebrate Zoology,16836,W 1-3:50p,P. Ewanchuk,0,0,0,0,0,0,BIOL,0410,C. Dunn,Fall 2016,4.67,4.80,3.06,13.97,32,43,False
206,BIOL 0420,Principles of Ecology,25738,TTh 9-10:20a,J. Witman,0,0,0,0,0,0,BIOL,0420,J. Witman,Spring 2006,4.28,4.24,,,65,91,True
207,BIOL 0420,Principles of Ecology,25739,T 5:30-7p,J. Witman,0,0,0,0,0,0,BIOL,0420,J. Witman,Spring 2006,4.28,4.24,,,65,91,True
208,BIOL 0420,Principles of Ecology,25740,W 1-2:30p,J. Witman,0,0,0,0,0,0,BIOL,0420,J. Witman,Spring 2006,4.28,4.24,,,65,91,True
209,BIOL 0420,Principles of Ecology,25741,W 4:30-6p,J. Witman,0,0,0,0,0,0,BIOL,0420,J. Witman,Spring 2006,4.28,4.24,,,65,91,True
210,BIOL 0420,Principles of Ecology,25742,Th 4:30-6p,J. Witman,0,0,0,0,0,0,BIOL,0420,J. Witman,Spring 2006,4.28,4.24,,,65,91,True
211,BIOL 0430,The Evolution of Plant Diversity,25736,TTh 9-10:20a,R. Kartzinel,0,0,0,0,0,0,BIOL,0430,E. Edwards,Fall 2016,4.51,4.84,3.53,14.58,19,25,False
212,BIOL 0430,The Evolution of Plant Diversity,25736,TTh 9-10:20a,R. Kartzinel,0,0,0,0,0,0,BIOL,0430,E. Edwards,Fall 2008,4.19,4.04,,,21,25,False
213,BIOL 0430,The Evolution of Plant Diversity,25737,Th 1-4p,R. Kartzinel,0,0,0,0,0,0,BIOL,0430,E. Edwards,Fall 2016,4.51,4.84,3.53,14.58,19,25,False
214,BIOL 0430,The Evolution of Plant Diversity,25737,Th 1-4p,R. Kartzinel,0,0,0,0,0,0,BIOL,0430,E. Edwards,Fall 2008,4.19,4.04,,,21,25,False
215,BIOL 0430,The Evolution of Plant Diversity,27314,Course offered online,R. Kartzinel,0,0,0,0,0,0,BIOL,0430,E. Edwards,Fall 2016,4.51,4.84,3.53,14.58,19,25,False
216,BIOL 0430,The Evolution of Plant Diversity,27314,Course offered online,R. Kartzinel,0,0,0,0,0,0,BIOL,0430,E. Edwards,Fall 2008,4.19,4.04,,,21,25,False
217,BIOL 0470,Genetics,17299,TTh 10:30-11:50a,Team,0,0,0,0,0,0,BIOL,0470,M. Johnson,Fall 2020,3.88,4.03,6.61,10.55,67,174,False
218,BIOL 0470,Genetics,17300,M 1-3:50p,J. Hall,0,0,0,0,0,0,BIOL,0470,M. Johnson,Fall 2020,3.88,4.03,6.61,10.55,67,174,False
219,BIOL 0470,Genetics,17301,M 1-3:50p,J. Hall,0,0,0,0,0,0,BIOL,0470,M. Johnson,Fall 2020,3.88,4.03,6.61,10.55,67,174,False
220,BIOL 0470,Genetics,17302,T 1-3:50p,J. Hall,0,0,0,0,0,0,BIOL,0470,M. Johnson,Fall 2020,3.88,4.03,6.61,10.55,67,174,False
221,BIOL 0470,Genetics,17303,T 1-3:50p,J. Hall,0,0,0,0,0,0,BIOL,0470,M. Johnson,Fall 2020,3.88,4.03,6.61,10.55,67,174,False
222,BIOL 0470,Genetics,17304,T 6-8:50p,J. Hall,0,0,0,0,0,0,BIOL,0470,M. Johnson,Fall 2020,3.88,4.03,6.61,10.55,67,174,False
223,BIOL 0470,Genetics,17305,T 6-8:50p,J. Hall,0,0,0,0,0,0,BIOL,0470,M. Johnson,Fall 2020,3.88,4.03,6.61,10.55,67,174,False
224,BIOL 0470,Genetics,17306,Th 1-3:50p,J. Hall,0,0,0,0,0,0,BIOL,0470,M. Johnson,Fall 2020,3.88,4.03,6.61,10.55,67,174,False
225,BIOL 0470,Genetics,17307,Th 1-3:50p,J. Hall,0,0,0,0,0,0,BIOL,0470,M. Johnson,Fall 2020,3.88,4.03,6.61,10.55,67,174,False
226,BIOL 0470,Genetics,17308,Th 6-8:50p,J. Hall,0,0,0,0,0,0,BIOL,0470,M. Johnson,Fall 2020,3.88,4.03,6.61,10.55,67,174,False
227,BIOL 0470,Genetics,17309,Th 6-8:50p,J. Hall,0,0,0,0,0,0,BIOL,0470,M. Johnson,Fall 2020,3.88,4.03,6.61,10.55,67,174,False
228,BIOL 0480,Evolutionary Biology,16837,MWF 9-9:50a,D. Rand,0,0,0,0,0,0,BIOL,0480,D. Rand,Fall 2020,4.37,4.69,4.37,9.63,27,71,True
229,BIOL 0480,Evolutionary Biology,16838,T 4-5:20p,D. Rand,0,0,0,0,0,0,BIOL,0480,D. Rand,Fall 2020,4.37,4.69,4.37,9.63,27,71,True
230,BIOL 0480,Evolutionary Biology,17260,T 6:30-7:50p,D. Rand,0,0,0,0,0,0,BIOL,0480,D. Rand,Fall 2020,4.37,4.69,4.37,9.63,27,71,True
231,BIOL 0480,Evolutionary Biology,17261,W 1-2:20p,D. Rand,0,0,0,0,0,0,BIOL,0480,D. Rand,Fall 2020,4.37,4.69,4.37,9.63,27,71,True
232,BIOL 0480,Evolutionary Biology,17262,W 2:30-3:50p,D. Rand,0,0,0,0,0,0,BIOL,0480,D. Rand,Fall 2020,4.37,4.69,4.37,9.63,27,71,True
233,BIOL 0480,Evolutionary Biology,17263,Th 3-4:20p,D. Rand,0,0,0,0,0,0,BIOL,0480,D. Rand,Fall 2020,4.37,4.69,4.37,9.63,27,71,True
234,BIOL 0480,Evolutionary Biology,17264,Th 6-7:20p,D. Rand,0,0,0,0,0,0,BIOL,0480,D. Rand,Fall 2020,4.37,4.69,4.37,9.63,27,71,True
235,BIOL 0480,Evolutionary Biology,18550,Course offered online,D. Rand,0,0,0,0,0,0,BIOL,0480,D. Rand,Fall 2020,4.37,4.69,4.37,9.63,27,71,True
236,BIOL 0495,Statistical Analysis of Biological Data,25744,TTh 2:30-3:50p,E. Huerta-Sanchez,0,0,0,0,0,0,BIOL,0495,S. Smith,Spring 2021,,(n/a),0.0,0.0,58,58,False
237,BIOL 0495,Statistical Analysis of Biological Data,25745,W 6-8p,E. Huerta-Sanchez,0,0,0,0,0,0,BIOL,0495,S. Smith,Spring 2021,,(n/a),0.0,0.0,58,58,False
238,BIOL 0495,Statistical Analysis of Biological Data,25746,Th 8-10p,E. Huerta-Sanchez,0,0,0,0,0,0,BIOL,0495,S. Smith,Spring 2021,,(n/a),0.0,0.0,58,58,False
239,BIOL 0495,Statistical Analysis of Biological Data,25747,F 6-8p,E. Huerta-Sanchez,0,0,0,0,0,0,BIOL,0495,S. Smith,Spring 2021,,(n/a),0.0,0.0,58,58,False
240,BIOL 0500,Cell and Molecular Biology,25726,MW 3-4:20p,Webb/Valdez,0,0,0,0,0,0,BIOL,0500,W. Atwood,Spring 2011,3.85,3.60,4.41,12.97,70,138,False
241,BIOL 0510,Introductory Microbiology,25616,MWF 1-1:50p,Belenky/Dugan,0,0,0,0,0,0,BIOL,0510,R. Bennett,Spring 2021,4.12,4.44,5.15,8.38,13,60,False
242,BIOL 0510,Introductory Microbiology,25616,MWF 1-1:50p,Belenky/Dugan,0,0,0,0,0,0,BIOL,0510,Lederberg,Spring 2000,3.45,2.53,,,7,11,False
243,BIOL 0510,Introductory Microbiology,25617,MWF 2-2:50p,Belenky/Dugan,0,0,0,0,0,0,BIOL,0510,R. Bennett,Spring 2021,4.12,4.44,5.15,8.38,13,60,False
244,BIOL 0510,Introductory Microbiology,25617,MWF 2-2:50p,Belenky/Dugan,0,0,0,0,0,0,BIOL,0510,Lederberg,Spring 2000,3.45,2.53,,,7,11,False
245,BIOL 0510,Introductory Microbiology,25618,T 9-11:50a,A. Dugan,0,0,0,0,0,0,BIOL,0510,R. Bennett,Spring 2021,4.12,4.44,5.15,8.38,13,60,False
246,BIOL 0510,Introductory Microbiology,25618,T 9-11:50a,A. Dugan,0,0,0,0,0,0,BIOL,0510,Lederberg,Spring 2000,3.45,2.53,,,7,11,False
247,BIOL 0510,Introductory Microbiology,25619,T 1-3:50p,A. Dugan,0,0,0,0,0,0,BIOL,0510,R. Bennett,Spring 2021,4.12,4.44,5.15,8.38,13,60,False
248,BIOL 0510,Introductory Microbiology,25619,T 1-3:50p,A. Dugan,0,0,0,0,0,0,BIOL,0510,Lederberg,Spring 2000,3.45,2.53,,,7,11,False
249,BIOL 0530,Principles of Immunology,16825,TTh 2:30-3:50p,A. Dugan,0,0,0,0,0,0,BIOL,0530,R. Bungiro,Fall 2018,4.07,4.49,3.06,9.67,83,163,False
250,BIOL 0530,Principles of Immunology,18105,Su 2-2:50p,A. Dugan,0,0,0,0,0,0,BIOL,0530,R. Bungiro,Fall 2018,4.07,4.49,3.06,9.67,83,163,False
251,BIOL 0530,Principles of Immunology,18107,M 6-6:50p,A. Dugan,0,0,0,0,0,0,BIOL,0530,R. Bungiro,Fall 2018,4.07,4.49,3.06,9.67,83,163,False
252,BIOL 0530,Principles of Immunology,18108,M 8-8:50p,A. Dugan,0,0,0,0,0,0,BIOL,0530,R. Bungiro,Fall 2018,4.07,4.49,3.06,9.67,83,163,False
253,BIOL 0530,Principles of Immunology,18109,T 8:30-9:20p,A. Dugan,0,0,0,0,0,0,BIOL,0530,R. Bungiro,Fall 2018,4.07,4.49,3.06,9.67,83,163,False
254,BIOL 0530,Principles of Immunology,18110,W 6-6:50p,A. Dugan,0,0,0,0,0,0,BIOL,0530,R. Bungiro,Fall 2018,4.07,4.49,3.06,9.67,83,163,False
255,BIOL 0530,Principles of Immunology,18111,W 7-7:50p,A. Dugan,0,0,0,0,0,0,BIOL,0530,R. Bungiro,Fall 2018,4.07,4.49,3.06,9.67,83,163,False
256,BIOL 0530,Principles of Immunology,18112,F 6-6:50p,A. Dugan,0,0,0,0,0,0,BIOL,0530,R. Bungiro,Fall 2018,4.07,4.49,3.06,9.67,83,163,False
257,BIOL 0530,Principles of Immunology,18114,M 7-7:50p,A. Dugan,0,0,0,0,0,0,BIOL,0530,R. Bungiro,Fall 2018,4.07,4.49,3.06,9.67,83,163,False
258,BIOL 0600,Genetic Screening in Model Organisms,17310,T 12-2p,Lapierre/Mills-Bonal,0,0,0,0,0,1,BIOL,0600,L. Lapierre,Fall 2020,4.54,4.86,3.83,13.0,6,9,False
259,BIOL 0600,Genetic Screening in Model Organisms,17311,F 12-4p,Lapierre/Mills-Bonal,0,0,0,0,0,1,BIOL,0600,L. Lapierre,Fall 2020,4.54,4.86,3.83,13.0,6,9,False
260,BIOL 0800,Principles of Physiology,17377,Course offered online,Stein/Sobieraj,0,0,0,0,0,0,BIOL,0800,J. Stein,Fall 2020,3.96,4.21,5.78,10.33,104,317,False
261,BIOL 0800,Principles of Physiology,17377,Course offered online,Stein/Sobieraj,0,0,0,0,0,0,BIOL,0800,B. Zielinski,Spring 2007,3.71,3.04,,,144,176,False
262,BIOL 0940A,Viral Epidemics,17384,Th 4-6:30p,W. Atwood,1,0,0,1,0,0,BIOL,0940A,W. Atwood,Fall 2020,3.8,4.77,1.38,4.88,8,19,True
263,BIOL 0940D,Rhode Island Flora: Understanding and Documenting Local Plant Diversity,17284,F 1-5p,R. Kartzinel,0,0,0,1,0,0,BIOL,0940D,T. Whitfeld,Fall 2018,4.52,4.99,1.42,3.67,12,13,False
264,BIOL 1050,Biology of the Eukaryotic Cell,17312,TTh 1-2:20p,S. Gerbi,0,0,0,0,0,0,BIOL,1050,K. Miller,Fall 2020,4.63,4.90,7.0,13.6,5,14,False
265,BIOL 1050,Biology of the Eukaryotic Cell,17313,Th 12-12:50p,S. Gerbi,0,0,0,0,0,0,BIOL,1050,K. Miller,Fall 2020,4.63,4.90,7.0,13.6,5,14,False
266,BIOL 1090,Polymer Science for Biomaterials,17355,Course offered online,E. Mathiowitz,0,0,0,0,0,0,BIOL,1090,E. Mathiowitz,Fall 2020,3.59,4.21,3.25,12.0,4,16,True
267,BIOL 1090,Polymer Science for Biomaterials,17356,Course offered online,E. Mathiowitz,0,0,0,0,0,0,BIOL,1090,E. Mathiowitz,Fall 2020,3.59,4.21,3.25,12.0,4,16,True
268,BIOL 1090,Polymer Science for Biomaterials,17357,T 1-4p,E. Mathiowitz,0,0,0,0,0,0,BIOL,1090,E. Mathiowitz,Fall 2020,3.59,4.21,3.25,12.0,4,16,True
269,BIOL 1100,Cell Physiology and Biophysics,25774,M 3-5:30p,Horrigan/Zimmerman,0,0,0,0,0,0,BIOL,1100,D. Horrigan,Spring 2019,4.04,4.54,2.26,7.43,23,24,False
270,BIOL 1110,Topics in Signal Transduction,17358,W 3-5:30p,E. Oancea,0,0,0,0,0,0,BIOL,1110,E. Oancea,Fall 2018,4.45,4.83,5.83,12.33,12,12,True
271,BIOL 1110,Topics in Signal Transduction,17358,W 3-5:30p,E. Oancea,0,0,0,0,0,0,BIOL,1110,Coleman,Fall 1999,4.08,3.93,,,10,12,False
